1.628825879932449539e+00,2.050827422458016969e+00,0.000000000000000000e+00
1.445894895884065390e+00,1.913532042734626959e+00,0.000000000000000000e+00
1.830842848791092159e+00,1.612310396094271514e+00,0.000000000000000000e+00
2.004880205624860245e+00,1.768875519775578997e-01,0.000000000000000000e+00
1.871729425230603594e+00,2.128125166436174442e+00,0.000000000000000000e+00
1.491108162162271489e+00,1.525287549395019537e+00,0.000000000000000000e+00
2.666406500639610044e+00,9.409536995627685307e-01,0.000000000000000000e+00
1.282098011233675727e+00,2.708172596460984849e+00,0.000000000000000000e+00
1.415068225225708298e+00,2.810230454918084764e+00,0.000000000000000000e+00
2.888508904762076224e+00,1.723573634437372659e+00,0.000000000000000000e+00
3.905077728922309088e+00,1.370207976837706454e+00,0.000000000000000000e+00
2.200243427341974645e+00,1.366339245089036369e+00,0.000000000000000000e+00
3.739852532868277457e-01,3.314590632852134178e+00,0.000000000000000000e+00
3.052857869458203144e+00,7.072391441283870650e-01,0.000000000000000000e+00
1.814347317866739751e+00,1.697727624280135572e+00,0.000000000000000000e+00
9.948455967300969816e-01,4.675048148974489948e-01,0.000000000000000000e+00
7.364693432859860112e-01,1.621159081984951067e+00,0.000000000000000000e+00
1.074421440435683328e+00,7.785291326558836378e-01,0.000000000000000000e+00
1.908333499617823614e+00,1.453154102900838573e+00,0.000000000000000000e+00
1.851722128244907006e+00,4.095419203412291154e+00,0.000000000000000000e+00
4.031101002342214468e-01,1.284117800071710391e+00,0.000000000000000000e+00
2.612460474139838951e+00,1.561444478644026246e+00,0.000000000000000000e+00
6.878848030487573206e-01,6.057764270381864602e-01,0.000000000000000000e+00
-1.949300168978655989e-01,1.530362764405988063e+00,0.000000000000000000e+00
1.649464680161479402e+00,6.467758086935678774e-01,0.000000000000000000e+00
1.053172271293359552e+00,1.753561225203425611e+00,0.000000000000000000e+00
2.417011409503750485e+00,1.670451313437845142e+00,0.000000000000000000e+00
3.407599631942443974e-01,2.287857045057771987e+00,0.000000000000000000e+00
1.876160618693058613e+00,2.579943563520076921e+00,0.000000000000000000e+00
1.663914595473827029e+00,2.690753358781456495e+00,0.000000000000000000e+00
1.855434603066370425e+00,-3.127460841486251475e-02,0.000000000000000000e+00
2.452430370176403862e-01,1.919318922709205566e+00,0.000000000000000000e+00
-2.712227881359261517e-01,6.494578577115580620e-01,0.000000000000000000e+00
1.623598385655296461e+00,-4.002512048657203003e-01,0.000000000000000000e+00
8.658843119979631187e-01,1.649889546182098821e+00,0.000000000000000000e+00
2.093474504214167808e+00,2.751182102518293426e+00,0.000000000000000000e+00
2.558821632187567197e+00,9.448879341432550039e-01,0.000000000000000000e+00
2.664770929415444911e+00,7.402281858890086275e-01,0.000000000000000000e+00
5.776295047075239442e-01,2.638453628274483265e+00,0.000000000000000000e+00
1.311002808318193491e+00,5.647326703519615076e-01,0.000000000000000000e+00
1.570461392060554573e+00,5.262040187771456212e-01,0.000000000000000000e+00
-1.785134409252120413e-02,5.659702183472135051e-01,0.000000000000000000e+00
7.412419177079232480e-01,1.570098990571575426e+00,0.000000000000000000e+00
1.295367806326850779e+00,1.456399957275225754e+00,0.000000000000000000e+00
1.268689782294895485e+00,3.140186916485508739e+00,0.000000000000000000e+00
2.052450650488925721e+00,7.579369873892816134e-01,0.000000000000000000e+00
1.859589469386012661e+00,1.921825542849264323e+00,0.000000000000000000e+00
2.487199947336380390e+00,2.327840494274766137e+00,0.000000000000000000e+00
2.360817053467774596e+00,3.180750017153506803e+00,0.000000000000000000e+00
2.151239452721431356e+00,1.873514131033276575e+00,0.000000000000000000e+00
1.489333424380257620e+00,1.669096460693043404e+00,0.000000000000000000e+00
2.238288669827907640e+00,3.566706107913177881e+00,0.000000000000000000e+00
-3.724239064541874367e-01,2.015295911809596774e+00,0.000000000000000000e+00
1.056153736210432292e+00,2.716808557684818659e+00,0.000000000000000000e+00
1.380853526683159194e+00,2.764839291142326516e+00,0.000000000000000000e+00
3.300701723128623311e+00,6.716355354479408568e-02,0.000000000000000000e+00
2.908300948161661736e+00,1.882503609177678339e+00,0.000000000000000000e+00
2.740044414396771710e-01,2.741596865407585959e+00,0.000000000000000000e+00
2.837395606497858935e+00,5.470571207300345407e-01,0.000000000000000000e+00
9.542990643060131895e-01,2.730348201301375788e+00,0.000000000000000000e+00
1.059662809154784613e+00,2.192767119009260135e+00,0.000000000000000000e+00
3.572987951927919514e-01,1.864265085789757581e+00,0.000000000000000000e+00
8.151016392388044096e-01,1.005513749963488523e+00,0.000000000000000000e+00
2.785866120495373188e+00,-5.672250238854470439e-01,0.000000000000000000e+00
2.062569909087949238e+00,1.534689620090663675e+00,0.000000000000000000e+00
2.598742538221816112e+00,1.074432235921730650e+00,0.000000000000000000e+00
4.828108811407179068e-01,1.479812109836683209e+00,0.000000000000000000e+00
2.587286861927224901e-01,1.660243887713392708e+00,0.000000000000000000e+00
5.286154441827513040e-01,1.338569409223075102e+00,0.000000000000000000e+00
5.162349165743350676e-01,1.976683162429481611e+00,0.000000000000000000e+00
3.608037369585468834e+00,2.146939805865576201e+00,0.000000000000000000e+00
4.532074407534454341e-01,3.636811984080381421e-01,0.000000000000000000e+00
1.346728911215797186e+00,4.258131161622040750e-01,0.000000000000000000e+00
2.817894930188007407e+00,7.911479491707091860e-01,0.000000000000000000e+00
8.288024055409177748e-01,3.124028816818074539e+00,0.000000000000000000e+00
-4.217781620032634571e-01,2.249954439118116767e+00,0.000000000000000000e+00
1.143906148238744258e+00,2.763373208416578741e+00,0.000000000000000000e+00
3.332716546673786251e-01,1.705104714558816958e+00,0.000000000000000000e+00
1.504509085898475540e+00,1.834416695134949871e+00,0.000000000000000000e+00
